nombreUltimoEstudio,equivalencia,cantidad,igual
Psicoterapeuta En Act,Psicoterapeuta En Act,1,TRUE
Publicidad,Publicidad,1,TRUE
Publicidad Y Marketing,Publicidad,2,FALSE
Publicidad Y Marketing Digital,Publicidad,3,FALSE
Publicidad Y Medios Digitales,Publicidad,1,FALSE
Publicidad Y Multimedia,Publicidad,1,FALSE
Publicista,Publicista,1,TRUE
Python,Python,1,TRUE
Python Basico,Python,1,FALSE
Python For Analitycs,Python,1,FALSE
Quality Management System Laboratory,Quality Management System Laboratory,1,TRUE
Quimica Industrial,Quimica Industrial,1,TRUE
R Essentials,R Essentials,1,TRUE
R Programming,R Programming,1,TRUE
Rcp Lego,Rcp Lego,1,TRUE
React De Cero A Experto,React De Cero A Experto,1,TRUE
React Js,React Js,1,TRUE
Reclutamiento De Perfiles Ti,Reclutamiento De Perfiles Ti,1,TRUE
Reclutamiento Y Seleccion,Reclutamiento Y Seleccion,1,TRUE
Reclutamiento Y Seleccion De Personal,Reclutamiento Y Seleccion De Personal,1,TRUE
Reclutamiento Y Seleccion Estrategica,Reclutamiento Y Seleccion Estrategica,1,TRUE
"Recruiting, Hiring And Onboarding Employees","Recruiting, Hiring And Onboarding Employees",1,TRUE
Recursos Humanos,Recursos Humanos,7,TRUE
Recursos Humanos En El Sector Publico,Recursos Humanos En El Sector Publico,1,TRUE
Red Hat Certified System Administrator,Red Hat Certified System Administrator,1,TRUE
Redaccion Corporativa,Redaccion Corporativa,1,TRUE
Redes,Redes,1,TRUE
Redes De Computadoras Y Comunicacion De Datos,Redes De Computadoras Y Comunicacion De Datos,1,TRUE
Redes De Fibra Optica,Redes De Fibra Optica,2,TRUE
Redes Y Comunicaciones,Redes Y Comunicaciones,22,TRUE
Redes Y Comunicaciones De Datos,Redes Y Comunicaciones,18,FALSE
Redes Y Conectividad,Redes Y Conectividad,2,TRUE
Redes Y Seguridad,Redes Y Seguridad,1,TRUE
Redes Y Seguridad Informatica,Redes Y Seguridad Informatica,3,TRUE
Redes Y Telecomunicaciones,Redes Y Telecomunicaciones,4,TRUE
Redhat Certified Engineer,Redhat Certified Engineer,1,TRUE
Referencias Personales,Referencias Personales,2,TRUE
Refrigeracion Y Aire Acondicionado,Refrigeracion Y Aire Acondicionado,1,TRUE
Relaciones Comunitarias Y Rs,Relaciones Comunitarias Y Rs,2,TRUE
Relaciones Internacionales,Relaciones Internacionales,1,TRUE
Remote Work And Virtual Collaboration,Remote Work And Virtual Collaboration,1,TRUE
Remote Work And Virtual Collaboration Professionat,Remote Work And Virtual Collaboration Professionat,1,TRUE
Remote Worker Professional Certificate,Remote Worker Professional Certificate,2,TRUE
Remuneraciones Y Compensaciones,Remuneraciones Y Compensaciones,1,TRUE
"Remuneraciones, Beneficios Sociales, Planillas, T-","Remuneraciones, Beneficios Sociales, Planillas, T-",1,TRUE
Resp. Org. Logistica De La Distri. Y Proyectos Ti,Resp. Org. Logistica De La Distri. Y Proyectos Ti,2,TRUE
Retail Management,Retail Management,1,TRUE
Rhce - Red Hat Certified Engineer,Rhce - Red Hat Certified Engineer,1,TRUE
Riesgos Para Proteccion De Datos Personales,Riesgos Para Proteccion De Datos Personales,1,TRUE
Riesgos Y Auditoria Integral,Riesgos Y Auditoria Integral,1,TRUE
Risk Manager,Risk Manager,1,TRUE
Route 2.0 Cisco,Route 2.0 Cisco,1,TRUE
Rrhh Y Comportamiento Organizacional,Rrhh Y Comportamiento Organizacional,1,TRUE
Rup 7.0 Y Uml 2.5 For Analyst,Rup 7.0 Y Uml 2.5 For Analyst,1,TRUE
Safe 4.5,Safe 4.5,1,TRUE
Safe Product Owner/Product Manager,Safe Product Owner/Product Manager,1,TRUE
Sap - Procesos Logisticos,Sap - Procesos Logisticos,1,TRUE
Sap Bo,Sap Bo,1,TRUE
Sap Business One,Sap Business One,2,TRUE
Sap Business One Service Layer (Servicios Web),Sap Business One Service Layer (Servicios Web),1,TRUE
Sap Certified Associate - Design Thinking,Sap Certified Associate - Design Thinking,1,TRUE
Sap Erp,Sap Erp,3,TRUE
Sap Fiori Ui5 Apps Development,Sap Fiori Ui5 Apps Development,1,TRUE
Sap Hcm,Sap Hcm,2,TRUE
Sap Integral Pp+Mm,Sap Integral Pp+Mm,1,TRUE
Sap R3 Mm Gestion De Materiales,Sap R3 Mm Gestion De Materiales,1,TRUE
Sap Recursos Humanos,Sap Recursos Humanos,1,TRUE
Sap Sd-Mm,Sap Sd-Mm,1,TRUE
Scrum,Scrum,15,TRUE
Scrum Developer / Scrum Master,Scrum Developer Certified,1,FALSE
Scrum Developer Certified,Scrum Developer Certified,3,TRUE
Scrum Developer Certified - Sdc,Scrum Developer Certified,1,FALSE
Scrum Foundation Profesional Certificate (Sfpc),Scrum Foundation Professional Certificate (Sfpc),1,FALSE
Scrum Foundation Professional Certifi,Scrum Foundation Professional Certificate (Sfpc),1,FALSE
Scrum Foundation Professional Certificate,Scrum Foundation Professional Certificate (Sfpc),5,FALSE
Scrum Foundation Professional Certificate (Sfpc),Scrum Foundation Professional Certificate (Sfpc),3,TRUE
Scrum Foundations Professional Certificated,Scrum Foundation Professional Certificate (Sfpc),1,FALSE
Scrum Fundamentals,Scrum Fundamentals,1,TRUE
Scrum Fundamentals Certificated,Scrum Fundamentals,3,FALSE
Scrum Fundamentals Certified,Scrum Fundamentals,13,FALSE
Scrum Fundamentals Certified (Sfc(Tm)),Scrum Fundamentals,1,FALSE
"Scrum Fundamentals, Developer &Amp; Master",Scrum Fundamentals,3,FALSE
Scrum Master,Scrum Master,41,TRUE
Scrum Master - Certjoin,Scrum Master,1,FALSE
Scrum Master / Product Owner / Developer,Scrum Master,2,FALSE
Scrum Master Accredited,Scrum Master,2,FALSE
Scrum Master Accredited Certification (Smac),Scrum Master,1,FALSE
Scrum Master Certificado,Scrum Master,1,FALSE
Scrum Master Certification,Scrum Master,1,FALSE
Scrum Master Certified,Scrum Master,21,FALSE
Scrum Master Certified (Smc),Scrum Master,2,FALSE
Scrum Master Certified (Smc) - Id: 941461,Scrum Master,1,FALSE
Scrum Master Certified Codigo: 751025,Scrum Master,1,FALSE
Scrum Master Fundamental,Scrum Master,1,FALSE
Scrum Master Professional Certificate,Scrum Master,3,FALSE
Scrum Master Professional Certificate (Smpc),Scrum Master,4,FALSE
Scrum Master Professional Certificate Smpc,Scrum Master,1,FALSE
Scrum Master Professional Certified (Smpc),Scrum Master,1,FALSE
Scrum Metodologias Agiles,Scrum Metodologias Agiles,1,TRUE
Scrum Product Owner,Scrum Product Owner,2,TRUE
Scrum Product Owner Certified Spopc,Scrum Product Owner Certified Spopc,1,TRUE
Scrum Product Owner Professional Certificate,Scrum Product Owner Professional Certificate,2,TRUE
Scrum Product Owner/ Scrum Developer,Scrum Product Owner/ Scrum Developer,3,TRUE
Scrum Trainer Certified,Scrum Trainer Certified,1,TRUE
Scrum Y Metodologias Agiles,Scrum Y Metodologias Agiles,3,TRUE
Scrum: Metodologias Agiles,Scrum: Metodologias Agiles,9,TRUE
Scum Master,Scum Master,1,TRUE
Secretaria,Secretaria,1,TRUE
Secretarido Ejecutivo,Secretarido Ejecutivo,1,TRUE
Seguridad De La Informacion,Seguridad De La Informacion,2,TRUE
Seguridad De La Informacion Iso 27001,Seguridad De La Informacion Iso 27001,2,TRUE
Seguridad De La Informacion Iso 27001:2013&Quot;,Seguridad De La Informacion Iso 27001:2013&Quot;,1,TRUE
Seguridad De La Informacion Y Auditoria De Si,Seguridad De La Informacion Y Auditoria De Si,2,TRUE
Seguridad E Higiene Ocupacional Y Medio Ambiente,Seguridad E Higiene Ocupacional Y Medio Ambiente,1,TRUE
Seguridad Industrial Y Ambiental,Seguridad Industrial Y Ambiental,2,TRUE
Seguridad Perimetral,Seguridad Perimetral,1,TRUE
Seguridad Y Salud En El Trabajo,Seguridad Y Salud En El Trabajo,2,TRUE
Seguridad Y Salud En El Trabajo.,Seguridad Y Salud En El Trabajo.,1,TRUE
Seguridad Y Salud En Trabajos De Construccion,Seguridad Y Salud En Trabajos De Construccion,1,TRUE
Seleccion Del Talento Humano: Nuevas Herramientas,Seleccion Del Talento Humano: Nuevas Herramientas,1,TRUE
Selenium Esential,Selenium Esential,3,TRUE
Seminario,Seminario,1,TRUE
Seo Y Posicionamiento Web,Seo Y Posicionamiento Web,1,TRUE
Service Design: Innovacion En Ux,Service Design: Innovacion En Ux,1,TRUE
Service Engineer,Service Engineer,1,TRUE
Servicios Web Rest En Java,Servicios Web Rest En Java,2,TRUE
Sfpc,Sfpc,2,TRUE
Si,Si,1,TRUE
"Sig De Prl, Calidad, Medio Ambiente Y Rsc","Sig De Prl, Calidad, Medio Ambiente Y Rsc",2,TRUE
Siga,Siga,1,TRUE
Silicon Valley - Startup,Silicon Valley - Startup,1,TRUE
Sin Titulo,Sin Titulo,1,TRUE
Sistema De Puesta A Tierra,Sistema De Puesta A Tierra,2,TRUE
Sistema Y Empresarial,Sistema Y Empresarial,1,TRUE
Sistemas,Sistemas,3,TRUE
Sistemas Computacionales,Sistemas Computacionales,1,TRUE
Sistemas De Automatizacion Industrial Plc Siemens,Sistemas De Automatizacion Industrial Plc Siemens,1,TRUE
Sistemas De Control Rockwell Y Scada Factory Talk,Sistemas De Control Rockwell Y Scada Factory Talk,2,TRUE
Sistemas De Informacion,Sistemas De Informacion,1,TRUE
Sistemas De Informacion Siaf Y Siga,Sistemas De Informacion Siaf Y Siga,1,TRUE
Sistemas De La Informacion,Sistemas De La Informacion,1,TRUE
Sistemas E Informatica,Sistemas E Informatica,2,TRUE
Sistemas Integrados De Gestion,Sistemas Integrados De Gestion,1,TRUE
Sistemas Redes,Sistemas Redes,2,TRUE
Sistemas Y Computo,Sistemas Y Computo,2,TRUE
Six Sigma,Six Sigma,1,TRUE
Six Sigma Yellow Belt,Six Sigma Yellow Belt,3,TRUE
Six Sigma Yellow Belt Professional,Six Sigma Yellow Belt Professional,2,TRUE
Smc Certified,Smc Certified,2,TRUE
Soa Architect Workshop Gen2 - Acreditado,Soa Architect Workshop Gen2 - Acreditado,1,TRUE
Social Media,Social Media,1,TRUE
Social Media &Amp; Content Management,Social Media &Amp; Content Management,1,TRUE
Social Media Ads,Social Media Ads,1,TRUE
Social Media Marketing,Social Media Marketing,1,TRUE
Software Architecture Professional Certificate,Software Architecture Professional Certificate,1,TRUE
Software Eng Technology,Software Eng Technology,1,TRUE
Software Y Sistemas,Software Y Sistemas,6,TRUE
Solucion De Problemas,Solucion De Problemas,1,TRUE
Soporte De Computadoras,Soporte De Computadoras,1,TRUE
Soporte Y Mantenimiento De Equipos De Comput,Soporte Y Mantenimiento De Equipos De Comput,1,TRUE
Soporte Y Mantenimiento De Equipos De Computacion,Soporte Y Mantenimiento De Equipos De Computacion,2,TRUE
Soporte Y Mantenimiento Tecnico De Equipos De C...,Soporte Y Mantenimiento Tecnico De Equipos De C...,1,TRUE
Sql,Sql,1,TRUE
Sql Basico A Experto,Sql Basico A Experto,1,TRUE
Sql Especialista,Sql Especialista,2,TRUE
Sql For Analytics,Sql For Analytics,3,TRUE
Sql Server,Sql Server,1,TRUE
Sql Server 2008,Sql Server 2008,2,TRUE
Sql Server 2014 - Administracion,Sql Server 2014 - Administracion,1,TRUE
Sql Server 2019 - Modelamiento De Datos,Sql Server 2019 - Modelamiento De Datos,2,TRUE
Sql Server Practico Para Desarrolladores,Sql Server Practico Para Desarrolladores,2,TRUE
Sql Tuning Pl/Sql - Afinamiento De Sql Oracle,Sql Tuning Pl/Sql - Afinamiento De Sql Oracle,1,TRUE
Sql Y Modelamiento De Datos - Sql Server 2014,Sql Y Modelamiento De Datos - Sql Server 2014,4,TRUE
Sql Y Modelamiento De Datos - Sql Server 2019,Sql Y Modelamiento De Datos - Sql Server 2019,1,TRUE
Sql Y Modelamiento De Datos 2008,Sql Y Modelamiento De Datos 2008,1,TRUE
Sql Y Modelamiento De Datos 2016,Sql Y Modelamiento De Datos 2016,1,TRUE
"Ss Talleres De Bienestar Laboral: ""Efectividad En...","Ss Talleres De Bienestar Laboral: ""Efectividad En...",2,TRUE
Stage Int. En Innovacion Y Transformacion Digital,Stage Int. En Innovacion Y Transformacion Digital,1,TRUE
Startups,Startups,1,TRUE
Study Of The Us Institutes For Student Leaders,Study Of The Us Institutes For Student Leaders,1,TRUE
Sup. Seguridad De Trabajos De Riesgos Criticos,Sup. Seguridad De Trabajos De Riesgos Criticos,1,TRUE
"Superintendencia De Banca, Seguros Y Administra...","Superintendencia De Banca, Seguros Y Administra...",1,TRUE
Superior,Superior,3,TRUE
Superiores,Superiores,3,TRUE
Supervisor De Automatizacion,Supervisor De Automatizacion,1,TRUE
Supervisor De Seguridad Y Salud Ocupacional,Supervisor De Seguridad Y Salud Ocupacional,2,TRUE
Supervisor Sst Especialista,Supervisor Sst Especialista,1,TRUE
Supply Chain Management,Supply Chain Management,1,TRUE
T.S.U Administracion-Mencion Informatica,T.S.U Administracion-Mencion Informatica,1,TRUE
T.S.U En Informatica,T.S.U En Informatica,1,TRUE
T.S.U En Organizacion Empresarial,T.S.U En Organizacion Empresarial,1,TRUE
T.S.U. Ciencias Audiovisuales,T.S.U. Ciencias Audiovisuales,1,TRUE
T.S.U. Comercio Exterior,T.S.U. Comercio Exterior,1,TRUE
T.S.U. Informatica.,T.S.U. Informatica.,3,TRUE
Tablas Dinamicas En Excel 2019,Tablas Dinamicas En Excel 2019,1,TRUE
Tableau Business Analytics,Tableau Business Analytics,3,TRUE
Taller De Especializacion En Ciberdefensa,Taller De Especializacion En Ciberdefensa,2,TRUE
Taller De Fundamentos De Testing,Taller De Fundamentos De Testing,1,TRUE
Taller De Gestion De Recursos Humanos Pyme,Taller De Gestion De Recursos Humanos Pyme,4,TRUE
Taller De Habilidades Blancas,Taller De Habilidades Blancas,1,TRUE
Taller De Improvisacion,Taller De Improvisacion,1,TRUE
Taller De Introduccion A Sap,Taller De Introduccion A Sap,3,TRUE
Taller De Metodos Agiles Para La Gestion Y D,Taller De Metodos Agiles Para La Gestion Y D,1,TRUE
Taller De Negociacion Metodologia Harvard,Taller De Negociacion Metodologia Harvard,1,TRUE
Taller De Preparacion Para Certificacion Pmp,Taller De Preparacion Para Certificacion Pmp,2,TRUE
Taller De Preparacion Para El Examen Pmp,Taller De Preparacion Para El Examen Pmp,2,TRUE
Taller De Preparacion Para El Pmp,Taller De Preparacion Para El Pmp,4,TRUE
Taller De Preparacion Para La Certificacion Smc(Tm),Taller De Preparacion Para La Certificacion Smc(Tm),1,TRUE
Taller De Preparacion Para Pmp,Taller De Preparacion Para Pmp,2,TRUE
Taller De Pruebas Psicologicas Organizacionales,Taller De Pruebas Psicologicas Organizacionales,1,TRUE
Taller De Python Y .Net,Taller De Python Y .Net,1,TRUE
Taller De Sap Business One Basico Desde Cero,Taller De Sap Business One Basico Desde Cero,1,TRUE
Taller De Servicio Al Cliente,Taller De Servicio Al Cliente,2,TRUE
Taller Itil-Certificacion,Taller Itil-Certificacion,2,TRUE
Taller Para Certificacion Pmp,Taller Para Certificacion Pmp,1,TRUE
Taller Para La Certificacion Pmp,Taller Para La Certificacion Pmp,1,TRUE
Taller Plan Anual De Capacitacion De Personal,Taller Plan Anual De Capacitacion De Personal,1,TRUE
Taller Project Management For Professionals,Taller Project Management For Professionals,2,TRUE
Tecnica Egresada De Contabilidad,Tecnica Egresada De Contabilidad,1,TRUE
Tecnica En Computacion E Informatica,Tecnica En Computacion E Informatica,1,TRUE
Tecnica En Ingenieria De Sistemas - 4 Ciclos,Tecnica En Ingenieria De Sistemas - 4 Ciclos,1,TRUE
Tecnica Fotografica,Tecnica Fotografica,1,TRUE
Tecnicas De Venta Y Marketing Empresarial,Tecnicas De Venta Y Marketing Empresarial,1,TRUE
Tecnicas De Ventas,Tecnicas De Ventas,1,TRUE
Tecnicas De Ventas Y Negociacion,Tecnicas De Ventas Y Negociacion,1,TRUE
Tecnico,Tecnico,18,TRUE
Tecnico - I.S.T.P. Abaco (Chiclayo),Tecnico - I.S.T.P. Abaco (Chiclayo),1,TRUE
Tecnico / Windows Server 2016 - Administracion,Tecnico / Windows Server 2016 - Administracion,1,TRUE
Tecnico Analista De Sistemas,Tecnico Analista De Sistemas,1,TRUE
Tecnico Analista Programador,Tecnico Analista Programador,1,TRUE
Tecnico Computacion,Tecnico Computacion,1,TRUE
Tecnico Computacion E Informatica,Tecnico Computacion E Informatica,4,TRUE
Tecnico Computacion Y Sistemas,Tecnico Computacion Y Sistemas,1,TRUE
Tecnico Contabilidad Y Finanzas,Tecnico Contabilidad Y Finanzas,1,TRUE
Tecnico De Administracion Y Sistemas,Tecnico De Administracion Y Sistemas,1,TRUE
Tecnico De Computacion E Informatica,Tecnico De Computacion E Informatica,2,TRUE
Tecnico De Computacion Informatica,Tecnico De Computacion Informatica,1,TRUE
Tecnico De Computacion Y Sistemas,Tecnico De Computacion Y Sistemas,1,TRUE
Tecnico De Redes Y Comunicaciones,Tecnico De Redes Y Comunicaciones,1,TRUE
Tecnico Desarrollo De Software,Tecnico Desarrollo De Software,1,TRUE
Tecnico En Administracion,Tecnico En Administracion,2,TRUE
Tecnico En Administracion De Empresas.,Tecnico En Administracion De Empresas.,1,TRUE
Tecnico En Administracion Y Sistemas,Tecnico En Administracion Y Sistemas,2,TRUE
Tecnico En Big Data,Tecnico En Big Data,1,TRUE
Tecnico En Comoutacion,Tecnico En Computacion E Informatica,1,FALSE
Tecnico En Computacion,Tecnico En Computacion E Informatica,2,FALSE
Tecnico En Computacion E Informatica,Tecnico En Computacion E Informatica,42,TRUE
Tecnico En Computacion En Informatica,Tecnico En Computacion E Informatica,1,FALSE
Tecnico En Computacion En Informatica Sw,Tecnico En Computacion E Informatica,3,FALSE
Tecnico En Computacion Informatica.,Tecnico En Computacion E Informatica,2,FALSE
Tecnico En Computacion Informatice,Tecnico En Computacion E Informatica,1,FALSE
Tecnico En Computacion Y Sistemas,Tecnico En Computacion E Informatica,2,FALSE
Tecnico En Computadoras,Tecnico En Computacion E Informatica,1,FALSE
Tecnico En Desarrollo De Sistemas De Informacion,Tecnico En Desarrollo De Sistemas De Informacion,1,TRUE
Tecnico En Diseno Grafico,Tecnico En Diseno Grafico,3,TRUE
Tecnico En Edificaciones,Tecnico En Edificaciones,1,TRUE
Tecnico En El Idioma Ingles,Tecnico En El Idioma Ingles,2,TRUE
Tecnico En Electronica,Tecnico En Electronica,1,TRUE
Tecnico En Ensamblaje Y Mantenimiento De Pc,Tecnico En Ensamblaje Y Mantenimiento De Pc,1,TRUE
Tecnico En Hardware Y Software,Tecnico En Hardware Y Software,2,TRUE
Tecnico En Industrias Alimentarias,Tecnico En Industrias Alimentarias,1,TRUE
Tecnico En Informatica,Tecnico En Informatica,4,TRUE
Tecnico En Ing. De Redes,Tecnico En Ing. De Redes,1,TRUE
Tecnico En Ing. De Software,Tecnico En Ing. De Software,1,TRUE
Tecnico En Ingenieria De Software,Tecnico En Ingenieria De Software,1,TRUE
Tecnico En Microfinanzas,Tecnico En Microfinanzas,1,TRUE
Tecnico En Publicidad Y Marketing,Tecnico En Publicidad Y Marketing,1,TRUE
Tecnico En Recursos Humanos,Tecnico En Recursos Humanos,1,TRUE
Tecnico En Redes Y Comunicaciones - Titulado,Tecnico En Redes Y Comunicaciones - Titulado,1,TRUE
Tecnico En Redes Y Comunicaciones De Datos,Tecnico En Redes Y Comunicaciones De Datos,3,TRUE
Tecnico En Redes Y Comunicaciones De Sistemas,Tecnico En Redes Y Comunicaciones De Sistemas,1,TRUE
Tecnico En Soporte Y Mantenimiento De Equipos De C,Tecnico En Soporte Y Mantenimiento De Equipos De C,2,TRUE
Tecnico Ingeniero De Redes Y Comunicaciones,Tecnico Ingeniero De Redes Y Comunicaciones,1,TRUE
Tecnico Ingeniero Electronico,Tecnico Ingeniero Electronico,1,TRUE
Tecnico Master En Productos Saint,Tecnico Master En Productos Saint,1,TRUE
Tecnico Mecatronico,Tecnico Mecatronico,1,TRUE
Tecnico Profesional,Tecnico Profesional,1,TRUE
Tecnico Profesional En Computacion E Informa.,Tecnico Profesional En Computacion E Informa.,1,TRUE
Tecnico Redes Y Telecomunicaciones,Tecnico Redes Y Telecomunicaciones,1,TRUE
