lastWorkPosition,equivalence,count,equals
"Consultor Sap (Wm,Mm,Sd,Pm,Pp,Fi,Co)","Consultor Sap (Wm,Mm,Sd,Pm,Pp,Fi,Co)",1,TRUE
Consultor Sap Business One,Consultor Sap Business One,1,TRUE
Consultor Sap Fi Y Analytics,Consultor Sap Fi Y Analytics,1,TRUE
Consultor Sap Hana Hcm,Consultor Sap Hana Hcm,3,TRUE
Consultor Sap Mm/Sd,Consultor Sap Mm/Sd,1,TRUE
Consultor Scrum + Mejora Continua,Consultor Scrum + Mejora Continua,1,TRUE
Consultor Senior,Consultor Senior,6,TRUE
Consultor Senior (Analista Programador),Consultor Senior (Analista Programador),2,TRUE
Consultor Senior Bpm - Arquitecto De Procesos,Consultor Senior Bpm - Arquitecto De Procesos,1,TRUE
Consultor Senior Business Analytic,Consultor Senior Business Analytic,1,TRUE
Consultor Senior De Bi,Consultor Senior De Bi,1,TRUE
Consultor Senior De Bi Y Analytics,Consultor Senior De Bi Y Analytics,1,TRUE
Consultor Senior En Ciberseguridad,Consultor Senior En Ciberseguridad,1,TRUE
Consultor Senior En Proyectos Ofiplan,Consultor Senior En Proyectos Ofiplan,1,TRUE
Consultor Senior En Reclutamiento Y Seleccion,Consultor Senior En Reclutamiento Y Seleccion,1,TRUE
Consultor Senior Oracle,Consultor Senior Oracle,1,TRUE
Consultor Senior Servidores Y Aplicaciones,Consultor Senior Servidores Y Aplicaciones,1,TRUE
Consultor Senior Ti,Consultor Senior Ti,1,TRUE
Consultor Sharepoint,Consultor Sharepoint,8,TRUE
Consultor Sig,Consultor Sig,1,TRUE
Consultor Soporte,Consultor Soporte,2,TRUE
Consultor Sql Server,Consultor Sql Server,4,TRUE
Consultor Tematico,Consultor Tematico,1,TRUE
Consultor Ti,Consultor Ti,9,TRUE
Consultor Ti /Transformacion Digital,Consultor Ti /Transformacion Digital,1,TRUE
Consultor Ux/Ui,Consultor Ux/Ui,1,TRUE
Consultor Vb.Net,Consultor Vb.Net,1,TRUE
Consultor Y Asesor Independiente,Consultor Y Asesor Independiente,1,TRUE
Consultor Y Preventa Cloud,Consultor Y Preventa Cloud,1,TRUE
"Consultor, Proyecto Gerente De Ti","Consultor, Proyecto Gerente De Ti",1,TRUE
Consultora,Consultora,1,TRUE
Consultora Comercial Ti Corporativo,Consultora Comercial Ti Corporativo,1,TRUE
Consultora Corporativa Senior,Consultora Corporativa Senior,1,TRUE
Consultora De Ventas De Canales,Consultora De Ventas De Canales,1,TRUE
Consultora Freelance,Consultora Freelance,1,TRUE
Consultora Junior,Consultora Junior,1,TRUE
Consultoria De User Experience,Consultoria De User Experience,2,TRUE
Contador 2 De Impuestos,Contador 2 De Impuestos,1,TRUE
Content Creator,Content Creator,3,TRUE
Content Manager,Content Manager,1,TRUE
Content Manager Y Community Manager,Content Manager Y Community Manager,1,TRUE
Content Marketing Lead,Content Marketing Lead,1,TRUE
Controlador De Insumos,Controlador De Insumos,1,TRUE
Controller,Controller,1,TRUE
Controller De Almacen,Controller De Almacen,1,TRUE
Controller De Operaciones,Controller De Operaciones,1,TRUE
Coord. En Jefe De Conferencias,Coord. En Jefe De Conferencias,1,TRUE
Coordiandor De Planificacion - Consultor Externo,Coordiandor De Planificacion - Consultor Externo,1,TRUE
Coordinador,Coordinador,4,TRUE
Coordinador - Analista De Sistemas Y Soporte It,Coordinador - Analista De Sistemas Y Soporte It,1,TRUE
Coordinador \ Ejecutivo,Coordinador \ Ejecutivo,1,TRUE
Coordinador Administrativo,Coordinador Administrativo,4,TRUE
Coordinador Bi,Coordinador Bi,1,TRUE
Coordinador Bi Y Pricing,Coordinador Bi Y Pricing,4,TRUE
Coordinador Comercial,Coordinador Comercial,2,TRUE
Coordinador Comercial - Administrativo,Coordinador Comercial - Administrativo,1,TRUE
Coordinador Comercial De Proyectos In House,Coordinador Comercial De Proyectos In House,2,TRUE
Coordinador Contact Center,Coordinador Contact Center,1,TRUE
Coordinador Corp. De Soluciones De Negocio De Ti,Coordinador Corp. De Soluciones De Negocio De Ti,1,TRUE
Coordinador Corporativa De Bienestar Social,Coordinador Corporativa De Bienestar Social,2,TRUE
Coordinador De Aseguramiento De Calidad,Coordinador De Aseguramiento De Calidad,1,TRUE
Coordinador De Atencion Al Publico,Coordinador De Atencion Al Publico,1,TRUE
Coordinador De Bienestar Social,Coordinador De Bienestar Social,1,TRUE
Coordinador De Calidad De Informacion -Cci,Coordinador De Calidad De Informacion -Cci,3,TRUE
Coordinador De Campana,Coordinador De Campana,1,TRUE
Coordinador De Centro De Control Y Gestion De Ti,Coordinador De Centro De Control Y Gestion De Ti,1,TRUE
Coordinador De Comunicaciones,Coordinador De Comunicaciones,1,TRUE
Coordinador De Control De Proyectos,Coordinador De Control De Proyectos,1,TRUE
Coordinador De Control Interno,Coordinador De Control Interno,1,TRUE
Coordinador De Desarrollo,Coordinador De Desarrollo,3,TRUE
Coordinador De Desarrollo Sap,Coordinador De Desarrollo Sap,1,TRUE
Coordinador De Desarrollo Y Sistemas,Coordinador De Desarrollo Y Sistemas,1,TRUE
Coordinador De Estrategia Comercial,Coordinador De Estrategia Comercial,1,TRUE
Coordinador De Help Desk,Coordinador De Help Desk,1,TRUE
Coordinador De Infraestructura,Coordinador De Infraestructura,3,TRUE
Coordinador De Infraestructura Tecnologica,Coordinador De Infraestructura Tecnologica,1,TRUE
Coordinador De Infraestructura Ti,Coordinador De Infraestructura Ti,6,TRUE
Coordinador De Infraestructura Y Comunicaciones,Coordinador De Infraestructura Y Comunicaciones,2,TRUE
Coordinador De Infraestructura Y Seguridad Ti,Coordinador De Infraestructura Y Seguridad Ti,1,TRUE
Coordinador De Infraestructura Y Soporte Ti,Coordinador De Infraestructura Y Soporte Ti,1,TRUE
Coordinador De Innovacion Y Soporte Tecnologica,Coordinador De Innovacion Y Soporte Tecnologica,1,TRUE
Coordinador De Innovacion Y Soporte Tecnologico,Coordinador De Innovacion Y Soporte Tecnologico,4,TRUE
Coordinador De Inteligencia Comercial,Coordinador De Inteligencia Comercial,2,TRUE
Coordinador De Local De Votacion,Coordinador De Local De Votacion,1,TRUE
Coordinador De Marketing,Coordinador De Marketing,3,TRUE
Coordinador De Marketing E Imagen Institucional,Coordinador De Marketing E Imagen Institucional,1,TRUE
Coordinador De Marketing Y Diseno,Coordinador De Marketing Y Diseno,1,TRUE
Coordinador De Mesa,Coordinador De Mesa,2,TRUE
Coordinador De Mesa De Ayuda,Coordinador De Mesa De Ayuda,1,TRUE
Coordinador De Mesa De Votacion Para La Onpe,Coordinador De Mesa De Votacion Para La Onpe,1,TRUE
Coordinador De Mkt Digital,Coordinador De Mkt Digital,1,TRUE
Coordinador De Negocios Corporativo &Amp; Gobierno,Coordinador De Negocios Corporativo &Amp; Gobierno,2,TRUE
Coordinador De Obra,Coordinador De Obra,1,TRUE
Coordinador De Operaciones,Coordinador De Operaciones,1,TRUE
Coordinador De Operaciones Centros De Vacunacion,Coordinador De Operaciones Centros De Vacunacion,1,TRUE
Coordinador De Operaciones Ti,Coordinador De Operaciones Ti,1,TRUE
Coordinador De Proyecto,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos,Coordinador De Proyectos,15,TRUE
Coordinador De Proyectos | Consultor Proyectos,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos De Innovacion,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos De Innovacion Y E.D.,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos De Migracion It,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos De Telecomunicacione,Coordinador De Proyectos,1,FALSE
Coordinador De Proyectos De Ti,Coordinador De Proyectos,1,FALSE
Coordinador De Recursos Humanos,Coordinador De Recursos Humanos,2,TRUE
Coordinador De Rrhh,Coordinador De Rrhh,1,TRUE
Coordinador De Servicios,Coordinador De Servicios,2,TRUE
Coordinador De Servicios - Telefonica,Coordinador De Servicios - Telefonica,1,TRUE
Coordinador De Servicios De Infraestructura Tic,Coordinador De Servicios De Infraestructura Tic,1,TRUE
Coordinador De Servicios Hd - Proyecto Gr,Coordinador De Servicios Hd - Proyecto Gr,1,TRUE
Coordinador De Servicios Ti,Coordinador De Servicios Ti,4,TRUE
Coordinador De Sistema,Coordinador De Sistemas,1,FALSE
Coordinador De Sistemas,Coordinador De Sistemas,15,TRUE
Coordinador De Sistemas Ti,Coordinador De Sistemas,2,FALSE
Coordinador De Sistemas Y Operaciones,Coordinador De Sistemas,1,FALSE
Coordinador De Solucion De Negocios,Coordinador De Solucion De Negocios,1,TRUE
Coordinador De Soporte E Implementacion,Coordinador De Soporte E Implementacion,1,TRUE
Coordinador De Soporte Tecnico,Coordinador De Soporte Tecnico,2,TRUE
Coordinador De Soporte Ti,Coordinador De Soporte Ti,2,TRUE
Coordinador De Soporte Y Nuevas Tecnologias,Coordinador De Soporte Y Nuevas Tecnologias,1,TRUE
Coordinador De Soporte Y Redes,Coordinador De Soporte Y Redes,1,TRUE
Coordinador De Tecnologia,Coordinador De Tecnologia,7,TRUE
Coordinador De Tecnologia De La Informacion,Coordinador De Tecnologia De La Informacion,1,TRUE
Coordinador De Ti,Coordinador De Ti,10,TRUE
Coordinador De Ti - Cloud,Coordinador De Ti,1,FALSE
Coordinador De Ti - Hudbay,Coordinador De Ti,1,FALSE
Coordinador De Ti Regional Sudamerica,Coordinador De Ti,1,FALSE
Coordinador De Ti Y Sistemas Industriales,Coordinador De Ti,1,FALSE
Coordinador De Trabajo Social,Coordinador De Trabajo Social,1,TRUE
Coordinador De Transferencia Tecnologica,Coordinador De Transferencia Tecnologica,3,TRUE
Coordinador De Transporte Y Distribucion,Coordinador De Transporte Y Distribucion,1,TRUE
Coordinador De Ventas,Coordinador De Ventas,1,TRUE
Coordinador De Ventas Coorporativas,Coordinador De Ventas Coorporativas,1,TRUE
Coordinador Del Area De Desarrollo,Coordinador Del Area De Desarrollo,1,TRUE
Coordinador Del Area De Sistemas,Coordinador Del Area De Sistemas,2,TRUE
Coordinador Del Area De Tecnologia De Informacion,Coordinador Del Area De Tecnologia De Informacion,2,TRUE
Coordinador Del Programa De Soporte Al Paciente,Coordinador Del Programa De Soporte Al Paciente,1,TRUE
Coordinador Del Proyecto App Movil,Coordinador Del Proyecto App Movil,1,TRUE
Coordinador En Logistica Y Compras,Coordinador En Logistica Y Compras,1,TRUE
Coordinador General,Coordinador General,2,TRUE
Coordinador General Del Area De Office 365,Coordinador General Del Area De Office 365,1,TRUE
Coordinador Hsseq,Coordinador Hsseq,1,TRUE
Coordinador Infraestructura Y Servicios Ti,Coordinador Infraestructura Y Servicios Ti,1,TRUE
Coordinador Junior De Recursos Humanos,Coordinador Junior De Recursos Humanos,1,TRUE
Coordinador Local De Votacion,Coordinador Local De Votacion,1,TRUE
Coordinador Logistico,Coordinador Logistico,1,TRUE
Coordinador Pmo,Coordinador Pmo,9,TRUE
Coordinador Pmo - Transformacion En Telefonica,Coordinador Pmo - Transformacion En Telefonica,1,TRUE
Coordinador Productoprogramaticas Y Dataanalytics,Coordinador Productoprogramaticas Y Dataanalytics,1,TRUE
Coordinador Qhse,Coordinador Qhse,1,TRUE
Coordinador Redes De Datos Y Transporte,Coordinador Redes De Datos Y Transporte,3,TRUE
Coordinador Salesforce,Coordinador Salesforce,1,TRUE
Coordinador Sig,Coordinador Sig,2,TRUE
Coordinador Soporte Tecnico,Coordinador Soporte Tecnico,1,TRUE
Coordinador Sst,Coordinador Sst,1,TRUE
Coordinador Tecnico De Mesa,Coordinador Tecnico De Mesa,1,TRUE
Coordinador Tecnologico,Coordinador Tecnologico,1,TRUE
Coordinador Ti,Coordinador Ti,3,TRUE
Coordinador Ventas Corporativas - B2B - B2G,Coordinador Ventas Corporativas - B2B - B2G,2,TRUE
Coordinador Y Analista Ti,Coordinador Y Analista Ti,1,TRUE
Coordinador. De Servicios Y Act. De Ti,Coordinador. De Servicios Y Act. De Ti,1,TRUE
Coordinador/Especialista De Gestion Energetica,Coordinador/Especialista De Gestion Energetica,1,TRUE
Coordinadora,Coordinadora,1,TRUE
Coordinadora / Jefe De Proyectos Senior Pmo,Coordinadora / Jefe De Proyectos Senior Pmo,1,TRUE
Coordinadora Comercial,Coordinadora Comercial,1,TRUE
Coordinadora De Bbss,Coordinadora De Bbss,1,TRUE
Coordinadora De Bienestar,Coordinadora De Bienestar,2,TRUE
Coordinadora De Bienestar Social,Coordinadora De Bienestar Social,1,TRUE
Coordinadora De Calidad Y Atencion Al Cliente,Coordinadora De Calidad Y Atencion Al Cliente,1,TRUE
Coordinadora De Control Operativo,Coordinadora De Control Operativo,1,TRUE
Coordinadora De Inteligencia Comercial,Coordinadora De Inteligencia Comercial,3,TRUE
Coordinadora De Logistica,Coordinadora De Logistica,1,TRUE
Coordinadora De Markting,Coordinadora De Markting,1,TRUE
Coordinadora De Nuevas Conexiones,Coordinadora De Nuevas Conexiones,1,TRUE
Coordinadora De Proyectos,Coordinadora De Proyectos,6,TRUE
Coordinadora De Proyectos - Temporal - Py Win,Coordinadora De Proyectos - Temporal - Py Win,1,TRUE
Coordinadora De Recursos Humanos,Coordinadora De Recursos Humanos,2,TRUE
Coordinadora De Servicios,Coordinadora De Servicios,1,TRUE
Coordinadora De Sistemas,Coordinadora De Sistemas,1,TRUE
Coordinadora De Ventas,Coordinadora De Ventas,1,TRUE
Coordinadora En Calidad Del Software,Coordinadora En Calidad Del Software,1,TRUE
Coordinadora Gestion De La Configuracion,Coordinadora Gestion De La Configuracion,1,TRUE
Coordinadora Noc/Soc,Coordinadora Noc/Soc,1,TRUE
Coordinardor Gps - Centro De Control,Coordinardor Gps - Centro De Control,1,TRUE
Corporate Account Executive,Corporate Account Executive,1,TRUE
Creador De Contenido | Community Manager,Creador De Contenido | Community Manager,1,TRUE
Creando Matematica.,Creando Matematica.,1,TRUE
Creditos Y Cobranzas,Creditos Y Cobranzas,1,TRUE
Cto,Cto,2,TRUE
Cto | Cio | Gerente De Tecnologia,Cto | Cio | Gerente De Tecnologia,1,TRUE
Cto Y Co-Founder,Cto Y Co-Founder,1,TRUE
Customer Sales Experience,Customer Sales Experience,1,TRUE
Customer Service,Customer Service,1,TRUE
Customer Service Representative,Customer Service Representative,1,TRUE
Daip,Daip,1,TRUE
Data Analyst,Data Analyst,1,TRUE
Data Analyst Program,Data Analyst Program,1,TRUE
Data Analytics,Data Analytics,6,TRUE
Data And Analytics / Business Intelligence Leader,Data And Analytics / Business Intelligence Leader,1,TRUE
Data Architect,Data Architect,1,TRUE
Data Architect Leader,Data Architect,1,FALSE
Data Architect Pmo,Data Architect,1,FALSE
Data Engineer,Data Engineer,26,TRUE
Data Enginer,Data Engineer,1,FALSE
Data Enginer- Bi,Data Engineer,1,FALSE
Data Management Leader,Data Management Leader,2,TRUE
Data Marshall,Data Marshall,1,TRUE
Data Science,Data Scientist,5,FALSE
Data Science - Big Data (Data Ingenier),Data Scientist,2,FALSE
Data Scientist,Data Scientist,11,TRUE
Data Strategist,Data Strategist,1,TRUE
Database Administrator,Database Administrator,3,TRUE
Datacenter Networking Engineer,Datacenter Networking Engineer,1,TRUE
Datos Y Modelamiento - Proyecto,Datos Y Modelamiento - Proyecto,1,TRUE
Dba Team Leader,Dba Team Leader,1,TRUE
Dbo,Dbo,3,TRUE
Delivery Assurance Facilitator,Delivery Assurance Facilitator,1,TRUE
Deployment Analystic,Deployment Analystic,1,TRUE
Desarrolador Web En Wordpress An Drupal,Desarrolador Web En Wordpress An Drupal,1,TRUE
Desarrollador,Desarrollador,12,TRUE
Desarrollador .Net,Desarrollador .Net,3,TRUE
Desarrollador / Disenador,Desarrollador / Disenador,1,TRUE
Desarrollador Android - Web,Desarrollador Android - Web,1,TRUE
Desarrollador Back End,Desarrollador Back End,3,TRUE
Desarrollador Backend,Desarrollador Backend,1,TRUE
Desarrollador Backend Escritorio,Desarrollador Backend Escritorio,1,TRUE
Desarrollador Big Data,Desarrollador Big Data,1,TRUE
"Desarrollador Cell, Banco: Bbva Peru","Desarrollador Cell, Banco: Bbva Peru",1,TRUE
Desarrollador De Aplicaciones,Desarrollador De Aplicaciones,1,TRUE
Desarrollador De Front-End,Desarrollador De Front-End,1,TRUE
Desarrollador De Proyecto 30Cash Software,Desarrollador De Proyecto 30Cash Software,1,TRUE
Desarrollador De Sistemas,Desarrollador De Sistemas,4,TRUE
Desarrollador De Sistemas Embebidos,Desarrollador De Sistemas Embebidos,1,TRUE
Desarrollador De Software,Desarrollador De Software,12,TRUE
Desarrollador De Software .Net,Desarrollador De Software .Net,1,TRUE
Desarrollador De Software Senior,Desarrollador De Software Senior,1,TRUE
Desarrollador Dot.Net,Desarrollador Dot.Net,2,TRUE
Desarrollador Freelancer,Desarrollador Freelancer,1,TRUE
Desarrollador Front End,Desarrollador Front End,1,TRUE
Desarrollador Front End Lider De Mesa.,Desarrollador Front End Lider De Mesa.,1,TRUE
Desarrollador Full Stack,Desarrollador Full Stack,2,TRUE
Desarrollador Full Stack .Net,Desarrollador Full Stack .Net,1,TRUE
Desarrollador Full Stack Javascript,Desarrollador Full Stack Javascript,1,TRUE
Desarrollador Fullstack,Desarrollador Fullstack,1,TRUE
Desarrollador Fullstack Node.Js,Desarrollador Fullstack Node.Js,1,TRUE
Desarrollador Ii,Desarrollador Ii,1,TRUE
Desarrollador Java,Desarrollador Java,2,TRUE
Desarrollador Legacy,Desarrollador Legacy,1,TRUE
Desarrollador Movil,Desarrollador Movil,2,TRUE
Desarrollador Movil - Android,Desarrollador Movil - Android,1,TRUE
Desarrollador Php,Desarrollador Php,1,TRUE
Desarrollador Rpa,Desarrollador Rpa,2,TRUE
Desarrollador Sap,Desarrollador Sap,2,TRUE
Desarrollador Senior,Desarrollador Senior,1,TRUE
Desarrollador Senior Full Stack,Desarrollador Senior Full Stack,1,TRUE
Desarrollador Web,Desarrollador Web,7,TRUE
Desarrollador Web / Mobile,Desarrollador Web / Mobile,1,TRUE
Desarrollador Web Bitrix24,Desarrollador Web Bitrix24,1,TRUE
Desarrollador Web Fullstack,Desarrollador Web Fullstack,2,TRUE
Desarrolladora De Proyectos,Desarrolladora De Proyectos,1,TRUE
Desarrollador-Consultor,Desarrollador-Consultor,1,TRUE
Desarrollar Fullstack,Desarrollar Fullstack,1,TRUE
Desarrollo Web,Desarrollo Web,1,TRUE
Desollador Soa Java,Desollador Soa Java,1,TRUE
Dev. De Aplicaciones Web Y Produccion Grafica,Dev. De Aplicaciones Web Y Produccion Grafica,1,TRUE
Developer,Developer,1,TRUE
Developer Bizagi Studio .Net,Developer Bizagi Studio .Net,1,TRUE
Developer Full Stack,Developer Full Stack,1,TRUE
Developer Fullstack,Developer Fullstack,2,TRUE
Developer Internship,Developer Internship,1,TRUE
Developer Junior,Developer Junior,1,TRUE
Developer Net,Developer Net,1,TRUE
Developer Pt-N1,Developer Pt-N1,2,TRUE
Developer Rpa Senior,Developer Rpa Senior,2,TRUE
Developer Senior - Lider Tecnico,Developer Senior - Lider Tecnico,2,TRUE
Devops / Cloudops,Devops / Cloudops,1,TRUE
Devops Architec,Devops Architec,1,TRUE
Devops Architect,Devops Architect,1,TRUE
Devops Engineer,Devops Engineer,7,TRUE
Devops Specialist,Devops Specialist,2,TRUE
Devops Tech Lead,Devops Tech Lead,1,TRUE
Devops/Sre Architect,Devops/Sre Architect,1,TRUE
Devsecops Engineer,Devsecops Engineer,1,TRUE
Digitador,Digitador,2,TRUE
Digitador De Datos,Digitador De Datos,1,TRUE
Digital Architect,Digital Architect,1,TRUE
Digital Business Solutions Specialist,Digital Business Solutions Specialist,1,TRUE
Digital Configuration Manager,Digital Configuration Manager,5,TRUE
Digital Marketing Specialist,Digital Marketing Specialist,1,TRUE
Digital Transformation Consultant,Digital Transformation Consultant,2,TRUE
Director,Director,5,TRUE
Director Comercial Peru Y Colombia,Director Comercial Peru Y Colombia,1,TRUE
Director Consultor,Director Consultor,1,TRUE
Director De Desarrollo Organizacional,Director De Desarrollo Organizacional,1,TRUE
Director De Ingenieria Y Ti,Director De Ingenieria Y Ti,1,TRUE
Director De Proyectos T.I.,Director De Proyectos T.I.,1,TRUE
Director De Rr.Hh,Director De Rr.Hh,1,TRUE
Director De Tecnologia,Director De Tecnologia,1,TRUE
Director De Tecnologias De La Informacion,Director De Tecnologias De La Informacion,1,TRUE
Director Ejecutivo,Director Ejecutivo,1,TRUE
Directora Comercial,Directora Comercial,2,TRUE
Directora De Arte,Directora De Arte,1,TRUE
Directora De Proyectos De Innovacion Y Estrategia,Directora De Proyectos De Innovacion Y Estrategia,1,TRUE
Disenador,Disenador,1,TRUE
Disenador Creativo,Disenador Creativo,1,TRUE
